Name,SecId,Morningstar Category,Base Currency,R^2,Base Risk Score,Leverage Ratio,MPRS,Alignment Score,Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Covariance of Asset Allocation & Misfit
Invesco Sterling Bond Z GBP Acc,F000010P2P,EAA Fund GBP Diversified Bond,Pound Sterling,79.57%,23.48,1.15,27.04,8.17,1.51,6.67,20.38,20.38,-0.75
Invesco UK Investment Grade Bd A GBP QD,F0000001NT,EAA Fund GBP Diversified Bond,Pound Sterling,89.51%,39.42,1.08,42.6,30.77,24.66,6.11,36.49,36.49,-12.33
L&G UK Core Plus Bond Z GBP Acc,F00000T0Y1,EAA Fund GBP Diversified Bond,Pound Sterling,82.75%,52.23,1.09,57,25.07,15.93,9.14,47.86,47.86,-7.96
Liontrust MA Strategic Bond R Acc,F0GBR04V7Z,EAA Fund GBP Diversified Bond,Pound Sterling,73.46%,44.3,1.16,51.2,17.06,4.17,12.88,38.32,38.32,-2.09
NFU Mutual Gilt & Corp Bond C,F00000P8IK,EAA Fund GBP Diversified Bond,Pound Sterling,88.24%,27.98,1.09,30.37,9.38,4.78,4.6,25.77,25.77,-2.39
Quilter Investors Bond 1 A (GBP) Inc,F0GBR0548V,EAA Fund GBP Diversified Bond,Pound Sterling,69.85%,33.21,1.19,39.59,14.28,2.54,11.75,27.85,27.85,-1.27
Royal London GMAP Cnsrv M GBP Acc,F00000X14S,EAA Fund GBP Diversified Bond,Pound Sterling,86.58%,19.63,1.11,21.8,8.38,4.26,4.12,17.68,17.68,-2.13
Sarasin Sterling Bond I Acc,FOGBR05U5F,EAA Fund GBP Diversified Bond,Pound Sterling,92.64%,37.59,1.05,39.65,25.84,21.81,4.03,35.63,35.63,-10.91
Schroder Stlg Broad Mkt Bd I Inc,F0GBR06JW8,EAA Fund GBP Diversified Bond,Pound Sterling,88.03%,38.63,1.09,42.21,30.84,23.98,6.86,35.35,35.35,-11.99
SEI GMF UK Core Fxd Intst GBP Instl H,F0GBR06JPE,EAA Fund GBP Diversified Bond,Pound Sterling,99.23%,37.45,1.01,37.67,46.47,46.03,0.44,37.23,37.23,-23.01
SMP Sterling Roll-Up,F000000D5Q,EAA Fund GBP Diversified Bond,Pound Sterling,80.87%,33.82,1.13,38.21,17.41,9.13,8.28,29.93,29.93,-4.56
Sterling Bond A,F0GBR06L23,EAA Fund GBP Diversified Bond,Pound Sterling,87.92%,36.95,1.08,40.02,18.29,12.39,5.9,34.12,34.12,-6.2
SUTL Cazenove Charity Bond A Inc,F000010REN,EAA Fund GBP Diversified Bond,Pound Sterling,93.23%,37.6,1.05,39.62,52.73,48.81,3.92,35.69,35.69,-24.4
SVS Sanlam Fxd Interest A Inc,F0GBR04D8H,EAA Fund GBP Diversified Bond,Pound Sterling,82.07%,24.58,1.13,27.87,8.41,2.21,6.19,21.68,21.68,-1.11
TM UBS (UK) - Global Fixed Income E Inc,F00000TQLE,EAA Fund GBP Diversified Bond,Pound Sterling,84.05%,9.77,1.11,10.87,4.58,2.47,2.11,8.77,8.77,-1.24
U Asset Allocation Consev GBP Acc,F00000PEZO,EAA Fund GBP Diversified Bond,Pound Sterling,79.60%,9.47,1.14,10.8,4.82,2.33,2.49,8.31,8.31,-1.16
Virgin Money Bond & Gilt Fd GBP,F0GBR04RWM,EAA Fund GBP Diversified Bond,Pound Sterling,92.88%,19.46,1.06,20.56,8.94,6.79,2.14,18.42,18.42,-3.4
Virgin Money Pension Bond and Gilt,F0GBR06947,EAA Fund GBP Diversified Bond,Pound Sterling,92.87%,19.44,1.06,20.54,8.88,6.74,2.14,18.4,18.4,-3.37
Wellington Sterling Cor Bd Pls GBP S Ac,F00000MQVP,EAA Fund GBP Diversified Bond,Pound Sterling,98.56%,38.37,1.01,38.79,53.47,52.63,0.84,37.96,37.96,-26.31
WS Kleinwort Hambros Fxd Inc A Acc,F00000MJ8S,EAA Fund GBP Diversified Bond,Pound Sterling,75.51%,23.19,1.16,26.88,9.97,3.1,6.87,20,20,-1.55
abrdn Short Duration Sterling K-2,F00000XIG8,EAA Fund GBP Diversified Bond - Short Term,Pound Sterling,49.50%,1.21,1.09,1.32,0.47,0.27,0.2,1.12,1.12,-0.13
Dimensional Global UltrShrt FI GBP Acc,F00000400B,EAA Fund GBP Diversified Bond - Short Term,Pound Sterling,68.52%,1.93,1.1,2.12,0.83,0.47,0.37,1.75,1.75,-0.23
ILF GBP Liquidity Plus 2,F0GBR06JPY,EAA Fund GBP Diversified Bond - Short Term,Pound Sterling,51.85%,1.16,1.08,1.25,0.4,0.21,0.19,1.07,1.07,-0.11
JPM Sterling Managed Rsrvs I (acc) GBP,F00000XNGZ,EAA Fund GBP Diversified Bond - Short Term,Pound Sterling,61.46%,1.31,1.06,1.39,0.43,0.27,0.16,1.23,1.23,-0.13
LF Bentley Sterling Income Inc,F000002DYH,EAA Fund GBP Diversified Bond - Short Term,Pound Sterling,61.08%,5.69,1.4,7.97,4.59,0.69,3.9,4.07,4.07,-0.34
Payden Sterling Reserve GBP Acc,F00000LXUZ,EAA Fund GBP Diversified Bond - Short Term,Pound Sterling,60.31%,3.31,1.2,3.96,2.62,1.42,1.2,2.76,2.76,-0.71
Royal London Abs Ret Govt Bd Z GBP Acc,F00000VDOR,EAA Fund GBP Diversified Bond - Short Term,Pound Sterling,41.76%,5.57,1.33,7.4,7.96,4.76,3.21,4.19,4.19,-2.38
Aviva Investors Higher Inc Pls 8 GBP Inc,F0GBR050CN,EAA Fund GBP Flexible Bond,Pound Sterling,78.68%,51.14,1.12,57.24,15.86,4.31,11.55,45.68,45.68,-2.15
AXA Sterling Strategic Bond Z (G) Acc,F0GBR06OMS,EAA Fund GBP Flexible Bond,Pound Sterling,93.35%,39.36,1.05,41.44,52.13,48.07,4.06,37.38,37.38,-24.04
BlackRock Sterling Strategic Bd Z œ Inc,F00000X9TG,EAA Fund GBP Flexible Bond,Pound Sterling,69.68%,50.71,1.18,59.69,21.05,4.43,16.61,43.08,43.08,-2.22
BNY Mellon Sus Stlg Bd Expt 1 Inc,F000010IZS,EAA Fund GBP Flexible Bond,Pound Sterling,86.01%,31.29,1.1,34.55,13.47,7.25,6.23,28.33,28.33,-3.62
Close Select Fixed Income X Inc,F00000X30T,EAA Fund GBP Flexible Bond,Pound Sterling,73.09%,35.33,1.17,41.47,15.11,3.74,11.37,30.1,30.1,-1.87
Fidelity Extra Income Inc,F0GBR04RZK,EAA Fund GBP Flexible Bond,Pound Sterling,76.16%,50.8,1.14,57.76,17.46,4.38,13.07,44.69,44.69,-2.19
HL Multi-Manager Strategic Bond A Acc,F000002XYP,EAA Fund GBP Flexible Bond,Pound Sterling,78.73%,30.77,1.14,35.06,10.7,2.64,8.06,27,27,-1.32
Janus Henderson Instl Hi Alp Gilt Y Acc,F000002XYF,EAA Fund GBP Flexible Bond,Pound Sterling,40.48%,28.63,1.8,51.48,41.17,5.61,35.56,15.93,15.93,-2.81
PIMCO Sel UK Income Bond Instl GBP Acc,F00000MFAK,EAA Fund GBP Flexible Bond,Pound Sterling,78.52%,31.74,1.13,36.01,11.72,3.69,8.03,27.98,27.98,-1.84
Royal London Sterl Extra Yld Bd A,F0GBR06I5Z,EAA Fund GBP Flexible Bond,Pound Sterling,64.51%,64.1,1.2,76.64,30.5,7.48,23.02,53.62,53.62,-3.74
Russell Inv Sterling Bond A,F0GBR058S5,EAA Fund GBP Flexible Bond,Pound Sterling,98.75%,40.19,1.01,40.58,52.1,51.33,0.77,39.81,39.81,-25.67
S&W Saltus Fixed Income S Inc,F00000VH53,EAA Fund GBP Flexible Bond,Pound Sterling,72.69%,21.54,1.18,25.31,10.28,3.3,6.98,18.33,18.33,-1.65
Sanlam Credit A GBP Acc,F00000XOEX,EAA Fund GBP Flexible Bond,Pound Sterling,73.40%,20.56,1.17,24.04,10.48,4.03,6.45,17.59,17.59,-2.02
Schroder Sustainable Bond A GBPAcc,F0GBR04RWO,EAA Fund GBP Flexible Bond,Pound Sterling,55.98%,28.22,1.26,35.44,19.22,6.26,12.96,22.48,22.48,-3.13
Scottish Widows Strategic Income A Acc,F0GBR04KH4,EAA Fund GBP Flexible Bond,Pound Sterling,73.64%,52.47,1.15,60.2,22.76,8.29,14.47,45.74,45.74,-4.15
SJP Diversified Bond Acc,F00000WHEL,EAA Fund GBP Flexible Bond,Pound Sterling,72.90%,50.14,1.14,57.38,20.43,6.87,13.56,43.82,43.82,-3.43
abrdn (AAM) Sterling Govt Bond A Acc,F00000W3OO,EAA Fund GBP Government Bond,Pound Sterling,89.20%,41.97,1.09,45.64,63.83,56.78,7.04,38.6,38.6,-28.39
abrdn Standard Life Active Pl Bd Tr Inst,F00001CM0P,EAA Fund GBP Government Bond,Pound Sterling,85.90%,40.85,1.12,45.62,61.98,52.93,9.05,36.57,36.57,-26.46
abrdn Standard Life Shrt DtdUKGvtBdTrIns,F00001CM0T,EAA Fund GBP Government Bond,Pound Sterling,35.67%,2.22,1.59,3.52,2.3,0.17,2.12,1.4,1.4,-0.09
abrdn Standard Life UK Govt Bd Tr Inst,F00001CM0R,EAA Fund GBP Government Bond,Pound Sterling,89.32%,41.01,1.09,44.55,61.56,54.76,6.8,37.75,37.75,-27.38
abrdn Sterling Long Dated Govt Bd I Acc,F00000X844,EAA Fund GBP Government Bond,Pound Sterling,90.37%,78.68,1.08,84.77,150.61,138.89,11.73,73.04,73.04,-69.44
abrdn Sterling Short Term Govt Bd I Inc,F00000W0FB,EAA Fund GBP Government Bond,Pound Sterling,42.94%,2.53,1.51,3.82,2.37,0.23,2.14,1.68,1.68,-0.12
abrdn UK Government Bond I Inc,F0GBR04RYW,EAA Fund GBP Government Bond,Pound Sterling,88.96%,41.57,1.09,45.29,62.94,55.81,7.13,38.16,38.16,-27.9
AI Pre-Annuity Fixed IntrstInsrdPen Inc,F000015QLJ,EAA Fund GBP Government Bond,Pound Sterling,90.35%,50.56,1.08,54.52,75.07,67.44,7.64,46.88,46.88,-33.72
AI Sterling Gilt UK Corp Inc,F00000Y5F4,EAA Fund GBP Government Bond,Pound Sterling,93.69%,41.27,1.05,43.31,61.25,57.26,3.99,39.32,39.32,-28.63
AI UK Gilts All stcks Idx Insrd Pen Acc,F00000YB7J,EAA Fund GBP Government Bond,Pound Sterling,92.10%,41.84,1.06,44.46,62.91,57.82,5.09,39.37,39.37,-28.91
AI UK Gilts Over 15 Yrs Idx Insrd PenAcc,F00000YB79,EAA Fund GBP Government Bond,Pound Sterling,89.95%,78.72,1.08,85.09,150.76,138.5,12.26,72.83,72.83,-69.25
AI UK Gilts Up to 5 Years Idx InsPns Acc,F000010Q69,EAA Fund GBP Government Bond,Pound Sterling,58.10%,2.37,1.28,3.04,1.46,0.26,1.2,1.84,1.84,-0.13
Allianz Gilt Yield I Inc,F0GBR06I9B,EAA Fund GBP Government Bond,Pound Sterling,89.85%,42.84,1.08,46.35,65.72,58.98,6.74,39.6,39.6,-29.49
As Of Prcd (Nt) UK CvtlGltAllStksIdxSbFd,F0000146LS,EAA Fund GBP Government Bond,Pound Sterling,96.73%,42.41,1.03,43.47,63.34,61.23,2.11,41.37,41.37,-30.61
Aviva Investors Stlg Govt Lqudty 7 œ Acc,F000015DKF,EAA Fund GBP Government Bond,Pound Sterling,95.92%,0.93,1,0.93,0.17,0.17,0,0.93,0.93,-0.08
BNY Mellon Long Gilt Exempt 2 Acc,F0GBR06IN7,EAA Fund GBP Government Bond,Pound Sterling,91.11%,75,1.07,80.33,141.74,131.45,10.29,70.03,70.03,-65.72
Bothwell Long Gilt Sterling Hedged B,F00000NP0H,EAA Fund GBP Government Bond,Pound Sterling,96.49%,77.85,1.03,79.95,147.88,143.73,4.15,75.8,75.8,-71.86
CT Sterling Bond Retail Grs Acc,F0GBR052WF,EAA Fund GBP Government Bond,Pound Sterling,91.31%,43.76,1.07,46.79,67.56,61.7,5.87,40.93,40.93,-30.85
CT UK Fixed Interest Z Acc,F00000Y7RQ,EAA Fund GBP Government Bond,Pound Sterling,91.27%,43.81,1.07,46.86,67.69,61.79,5.9,40.96,40.96,-30.9
Equator ICAV Equator UK Sov Bd Idx œ C D,F00000YQQO,EAA Fund GBP Government Bond,Pound Sterling,96.74%,42.26,1.03,43.32,62.99,60.89,2.1,41.22,41.22,-30.45
Fidelity UK Gilt WInc,F0GBR04G9T,EAA Fund GBP Government Bond,Pound Sterling,93.63%,43.25,1.05,45.41,65.89,61.67,4.22,41.19,41.19,-30.83
FTF Franklin UK Gilt W Acc,F00000YM5J,EAA Fund GBP Government Bond,Pound Sterling,88.97%,38.92,1.09,42.4,56.83,50.15,6.67,35.73,35.73,-25.08
HLL Royal London UK Government Bd 75 GBP,F00000MBK4,EAA Fund GBP Government Bond,Pound Sterling,92.01%,40.39,1.06,42.95,59.54,54.58,4.97,37.98,37.98,-27.29
HSBC UK Gilt Index Institutional Inc,F00000J44G,EAA Fund GBP Government Bond,Pound Sterling,91.53%,41.86,1.07,44.68,63.07,57.6,5.47,39.21,39.21,-28.8
Insight Inv UK Govt All Mat Bd P2,F0GBR06IRM,EAA Fund GBP Government Bond,Pound Sterling,92.74%,41.73,1.06,44.12,62.52,57.87,4.65,39.47,39.47,-28.93
Insight UK Govt Long Mat Bd P2,F0GBR06IRE,EAA Fund GBP Government Bond,Pound Sterling,91.79%,78.13,1.07,83.23,149.09,139.2,9.88,73.34,73.34,-69.6
iShares GiltTrak Idx (IE) Instl Acc GBP,F00000MBUX,EAA Fund GBP Government Bond,Pound Sterling,97.16%,41.84,1.02,42.75,61.93,60.13,1.8,40.95,40.95,-30.06
iShares Over 15 Yrs Gilts Idx (UK) D Acc,F00000YS7U,EAA Fund GBP Government Bond,Pound Sterling,91.13%,78.81,1.07,84.39,150.79,140,10.8,73.59,73.59,-70
iShares UK Gilts All Stks Idx (UK) L Acc,F0GBR06K60,EAA Fund GBP Government Bond,Pound Sterling,91.84%,41.98,1.06,44.71,63.3,58.02,5.28,39.43,39.43,-29.01
Janus Henderson Instl Lg Datd Gilt A Inc,F0GBR04SBY,EAA Fund GBP Government Bond,Pound Sterling,91.67%,79.93,1.07,85.23,153.39,143.12,10.27,74.96,74.96,-71.56
Janus Henderson Instl UK Gilt I Inc,F0GBR04SCC,EAA Fund GBP Government Bond,Pound Sterling,92.08%,43.63,1.06,46.37,67.09,61.77,5.32,41.05,41.05,-30.89
L&G All Stocks Gilt Index I Inc,F00000OZTC,EAA Fund GBP Government Bond,Pound Sterling,91.40%,40.69,1.07,43.48,60.38,54.98,5.4,38.08,38.08,-27.49
LF Canlife UK Government Bond C Inc,F00000TQR2,EAA Fund GBP Government Bond,Pound Sterling,91.27%,42.38,1.07,45.33,64.34,58.63,5.71,39.62,39.62,-29.31
M&G Gilt & Fixed Interest Inc GBP A Acc,F0GBR04C61,EAA Fund GBP Government Bond,Pound Sterling,91.64%,40.23,1.07,42.91,59.27,54.08,5.19,37.72,37.72,-27.04
MGI UK Long Gilt I-1œ,F00000GX49,EAA Fund GBP Government Bond,Pound Sterling,96.30%,78.03,1.03,80.26,148.33,143.94,4.4,75.86,75.86,-71.97
Monument International Gilt & Income,F0GBR0505Q,EAA Fund GBP Government Bond,Pound Sterling,95.47%,43.84,1.04,45.38,66.94,63.92,3.03,42.35,42.35,-31.96
NFU Mutual UK Government Bond I,F000013DUF,EAA Fund GBP Government Bond,Pound Sterling,95.00%,27.9,1.04,28.98,31.17,29.05,2.12,26.86,26.86,-14.52
PUTM Bothwell Sterling Govt Bd B Acc GBP,F00000NP06,EAA Fund GBP Government Bond,Pound Sterling,97.46%,41.59,1.02,42.4,61.29,59.69,1.6,40.79,40.79,-29.84
PUTM Bothwell Sub-Sovereign Bd B GBP Acc,F00001DQTQ,EAA Fund GBP Government Bond,Pound Sterling,92.72%,8.95,1.06,9.46,2.46,1.46,1,8.47,8.47,-0.73
Quilter Investors Gilt Index A GBP Acc,F0GBR0548U,EAA Fund GBP Government Bond,Pound Sterling,90.94%,42.88,1.07,45.99,65.58,59.58,6,39.99,39.99,-29.79
Royal London Short Duration Gilts Z Inc,F00000SJNC,EAA Fund GBP Government Bond,Pound Sterling,62.27%,2.09,1.22,2.55,1.04,0.21,0.84,1.72,1.72,-0.1
Royal London UK Government Bond M Acc,F00000PW28,EAA Fund GBP Government Bond,Pound Sterling,92.10%,40.51,1.06,43.05,59.81,54.88,4.93,38.12,38.12,-27.44
Schroder Gilt & Fxd Int A Acc GBP,F0GBR04DLG,EAA Fund GBP Government Bond,Pound Sterling,91.18%,41.95,1.07,44.9,63.35,57.64,5.71,39.19,39.19,-28.82
Scottish Widows Gilt A Acc,F0GBR04S4H,EAA Fund GBP Government Bond,Pound Sterling,85.68%,40.62,1.12,45.45,61.5,52.36,9.14,36.3,36.3,-26.18
Scottish Widows UK Fix-Int Trkr I Acc,F0GBR050CV,EAA Fund GBP Government Bond,Pound Sterling,87.03%,40.43,1.11,44.74,60.75,52.55,8.2,36.54,36.54,-26.27
SEI GMF UK Gilts Fxd Intr GBP Instl,F000005H90,EAA Fund GBP Government Bond,Pound Sterling,97.24%,41.47,1.02,42.35,61.06,59.33,1.74,40.62,40.62,-29.66
St James's Place Gilts L Acc,F000005G0T,EAA Fund GBP Government Bond,Pound Sterling,80.44%,6.82,1.16,7.94,3.49,1.41,2.08,5.86,5.86,-0.71
Vanguard UK Govt Bd Idx œ Acc,F000003VEE,EAA Fund GBP Government Bond,Pound Sterling,97.61%,47.88,1.02,48.76,76.14,74.4,1.73,47.02,47.02,-37.2
Vanguard UK Lg Dur Gilt Idx œ Acc,F00000M0MB,EAA Fund GBP Government Bond,Pound Sterling,96.27%,77.95,1.03,80.19,148.15,143.73,4.42,75.77,75.77,-71.86
abrdn European High Yield Bond A Acc,F00000M83T,EAA Fund GBP High Yield Bond,Pound Sterling,70.22%,69.97,1.17,81.89,26.08,3.97,22.1,59.79,59.79,-1.99
abrdn High Yield Bond I Acc,F0GBR04RY8,EAA Fund GBP High Yield Bond,Pound Sterling,73.84%,61.07,1.15,70.3,20.35,3.11,17.25,53.06,53.06,-1.55
Aviva Investors High Yield Bd 3 GBP Acc,F0000025E3,EAA Fund GBP High Yield Bond,Pound Sterling,72.79%,55.95,1.16,65.02,20.08,3.2,16.87,48.14,48.14,-1.6
Baillie Gifford High Yield Bond B Inc,F0GBR058EN,EAA Fund GBP High Yield Bond,Pound Sterling,68.30%,74.16,1.16,86.31,29.71,7.11,22.6,63.71,63.71,-3.56
BNY Mellon Global High Yield Bd GBP Inc,F0GBR04EIX,EAA Fund GBP High Yield Bond,Pound Sterling,74.41%,55.37,1.14,63.02,19.14,4.76,14.38,48.64,48.64,-2.38
CT High Yield Bond Ins Inc GBP,F0GBR0508V,EAA Fund GBP High Yield Bond,Pound Sterling,72.87%,61.16,1.16,70.82,21.01,3.01,18,52.82,52.82,-1.51
IFSL Marlborough High Yld Fxd Int A Inc,F0GBR05KY9,EAA Fund GBP High Yield Bond,Pound Sterling,71.16%,63.78,1.17,74.45,23.83,4.04,19.8,54.65,54.65,-2.02
Invesco High Yield UK Inc,F0GBR04URJ,EAA Fund GBP High Yield Bond,Pound Sterling,68.38%,74.33,1.18,87.5,30.76,6.4,24.35,63.14,63.14,-3.2
L&G Active Global High Yield Bond R Inc,F0GBR04C29,EAA Fund GBP High Yield Bond,Pound Sterling,70.19%,83.32,1.14,95.14,30.44,8.27,22.17,72.97,72.97,-4.13
Schroder High Yield Opportunities Acc,F0GBR04S1C,EAA Fund GBP High Yield Bond,Pound Sterling,69.04%,93.04,1.16,107.57,34.91,7.8,27.11,80.46,80.46,-3.9
Scottish Widows High Income Bd Acc,F0GBR04S2Q,EAA Fund GBP High Yield Bond,Pound Sterling,69.53%,75.2,1.16,87.14,28.86,6.62,22.24,64.9,64.9,-3.31
St James's International Corp Bd Acc,F00000J4V2,EAA Fund GBP High Yield Bond,Pound Sterling,71.24%,59.23,1.16,68.58,22.87,5.44,17.43,51.15,51.15,-2.72
abrdn Sterling Inflation-Linked Bd I Acc,F00000W3OW,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,69.05%,75.57,1.29,97.81,149.24,109.81,39.43,58.39,58.39,-54.91
AI Idx-Lnkd Glt Ovr 5 Yrs IdxInsrdPenAcc,F00000YB6I,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,67.74%,73.74,1.31,96.64,145.48,105.1,40.38,56.27,56.27,-52.55
AI Index Linked Gilt UK Instl Acc,F000013IN0,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,69.94%,66.24,1.28,85.03,126.68,93.26,33.42,51.61,51.61,-46.63
Allianz Index-Linked Gilt E GBP Acc,F0000103K8,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,70.51%,64.7,1.28,82.6,122.78,90.85,31.93,50.68,50.68,-45.43
AXA Sterling Index Linked Bond Z Gross,F0GBR06OMM,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,67.75%,74.99,1.31,98.27,148.45,107.41,41.05,57.23,57.23,-53.7
BIBF Index Linked B GBP Inc,F000010714,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,68.11%,73.75,1.31,96.31,145.33,105.48,39.84,56.47,56.47,-52.74
BNY Mellon Index Linked Gilt Exempt 2Acc,F0GBR06JVQ,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,68.93%,71.79,1.3,93.03,140.3,102.68,37.62,55.4,55.4,-51.34
BNY Mellon Infl-Lnkd Corp Bd Inst Acc,F00000PIV0,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,69.79%,25.32,1.24,31.49,12.04,0.92,11.12,20.37,20.37,-0.46
CT UK Index Linked Ins Acc,F00000Y6EI,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,68.15%,68.02,1.31,88.8,131.67,94.98,36.7,52.1,52.1,-47.49
Dimensional œInflLnkdIntermDurFI GBP Acc,F00000MJ0I,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,58.84%,20.3,1.43,29.09,25.08,10.16,14.92,14.16,14.16,-5.08
Fidelity Index Linked Bond I Inc,F0GBR04G9F,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,67.62%,73.99,1.31,97.09,146.13,105.43,40.69,56.39,56.39,-52.72
Insight Inv UK Idx Lnked Bd P2,F0GBR06K8K,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,68.42%,72.86,1.3,94.86,143.06,104.15,38.91,55.95,55.95,-52.08
iShares Index Linked Gilt Idx (UK) D Acc,F00000OJM1,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,67.51%,74.27,1.31,97.55,146.84,105.85,41,56.55,56.55,-52.92
Janus Henderson Index-Linked Bond D Acc,F000002XXS,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,68.21%,75.56,1.3,98.58,149.58,108.91,40.67,57.91,57.91,-54.46
L&G All Stocks Index Linked Gt Idx I Inc,F00000OZU7,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,67.51%,65.58,1.31,86.14,126.14,89.93,36.21,49.93,49.93,-44.96
M&G Index-Linked Bond GBP A Inc,F0GBR04F3I,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,65.58%,64.2,1.34,85.92,123.72,85.78,37.94,47.98,47.98,-42.89
M&G UK Inflation Lnkd Corp Bd GBP I Acc,F00000JQ2U,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,70.65%,5.97,1.18,7.05,5.77,3.78,1.99,5.06,5.06,-1.89
MGI UK Inflation Linked Bond M-7 œ Acc,F00000MWVD,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,77.11%,70.98,1.2,85.38,135.36,108.98,26.38,59,59,-54.49
PUTM Bothwell Idx-Lnkd Stlg H B Acc GBP,F00000NP0L,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,76.76%,64.31,1.21,77.6,119.65,95.34,24.31,53.29,53.29,-47.67
Royal London Index Linked M Acc,F00000PXMT,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,68.16%,65.26,1.31,85.19,125.09,89.9,35.19,50,50,-44.95
Scottish Widows UK Idx Lnkd Trkr I Acc,F0GBR050CX,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,65.05%,66.87,1.35,89.95,130.34,90.1,40.24,49.71,49.71,-45.05
SJP Index Linked Gilts Acc,F00000PI1R,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,35.38%,6.5,1.91,12.41,9.83,0.82,9,3.4,3.4,-0.41
Vanguard UK Infl-Lnkd Gilt Idx œ Acc,F00000M0M8,EAA Fund GBP Inflation-Linked Bond,Pound Sterling,76.28%,64.7,1.21,78.41,120.6,95.58,25.02,53.39,53.39,-47.79
abrdn Sterling Money Market A Acc,F0000000XZ,EAA Fund GBP Money Market,Pound Sterling,73.41%,0.86,1,0.87,0.13,0.12,0.01,0.86,0.86,-0.06
Ashburton Sterling Money Market Feeder,F0GBR04FJ2,EAA Fund GBP Money Market,Pound Sterling,75.81%,0,0.87,0,0,0,0,0,0,0
CT Sterling Short Term MM Rtl Inc œ,F000000QUB,EAA Fund GBP Money Market,Pound Sterling,74.14%,0,0.99,0,0,0,0,0,0,0
Federated Hermes Strlg Cash Plus 2 Acc,F00000O5VG,EAA Fund GBP Money Market,Pound Sterling,74.31%,1.48,1,1.48,0.5,0.49,0.01,1.47,1.47,-0.25
Goldman Sachs Stlg Std VNAV Instl Acc,F000010DOU,EAA Fund GBP Money Market,Pound Sterling,78.62%,1.09,1,1.1,0.22,0.21,0.01,1.09,1.09,-0.11
Invesco Money UK Acc No Trail,F0GBR04DEQ,EAA Fund GBP Money Market,Pound Sterling,62.20%,0.94,1.01,0.94,0.15,0.13,0.01,0.93,0.93,-0.07
LF Canlife Sterling Liquidity I Acc,F00000Z49S,EAA Fund GBP Money Market,Pound Sterling,69.65%,1.03,1.01,1.04,0.17,0.16,0.01,1.03,1.03,-0.08
MGI UK Cash I-1 GBP Acc,F0000003DF,EAA Fund GBP Money Market,Pound Sterling,75.17%,1.05,1,1.05,0.23,0.22,0.01,1.04,1.04,-0.11
Premier Miton UK Money Market A acc,F0GBR04DTE,EAA Fund GBP Money Market,Pound Sterling,53.26%,0,1,0,0,0,0,0,0,0
UBP Money Market Fund (GBP) A Acc,F0GBR06GD8,EAA Fund GBP Money Market,Pound Sterling,65.07%,0.89,1.02,0.91,0.1,0.07,0.03,0.88,0.88,-0.03
UBS (Lux) Money Market GBP Sust P-acc,F0GBR04AJQ,EAA Fund GBP Money Market,Pound Sterling,50.41%,0,0.78,0,0,0,0,0,0,0
abrdn Sterling Fund A-2,F0GBR04BKT,EAA Fund GBP Money Market - Short Term,Pound Sterling,87.00%,0,1,0,0,0,0,0,0,0
As Of Priced (Net) Sterling Lqdty Sub-Fd,F000011D9F,EAA Fund GBP Money Market - Short Term,Pound Sterling,84.24%,1.3,1,1.31,0.45,0.45,0,1.3,1.3,-0.22
Aviva Investors Stlg Lqudty 3 GBP Inc,F0GBR06KUM,EAA Fund GBP Money Market - Short Term,Pound Sterling,91.63%,0.82,1,0.82,0.12,0.11,0,0.82,0.82,-0.06
BlackRock Cash A Acc,F0GBR04RTN,EAA Fund GBP Money Market - Short Term,Pound Sterling,66.27%,0,0.61,0,0,0,0,0,0,0
BlackRock ICS œ Gov Liq Heritage Acc,F00000JTTZ,EAA Fund GBP Money Market - Short Term,Pound Sterling,97.45%,0,0.99,0,0,0,0,0,0,0
BlackRock ICS œ Ultra Shrt Bd Agcy Inc,F00000ODSP,EAA Fund GBP Money Market - Short Term,Pound Sterling,24.64%,1.1,1.16,,,,,,,
BlackRock ICS Sterling Liq S Acc,F00000UJ8A,EAA Fund GBP Money Market - Short Term,Pound Sterling,94.02%,1.12,1,1.12,0.29,0.29,0,1.12,1.12,-0.14
